class_id,sale_date,sale_quantity
198427,201702,135
198427,201703,151
198427,201704,171
198427,201705,83
198427,201706,109
198427,201707,83
198427,201708,84
198427,201709,125
198427,201710,99
206765,201507,19
206765,201508,108
206765,201509,165
206765,201510,417
206765,201511,620
206765,201512,670
206765,201601,1126
206765,201602,670
206765,201603,844
206765,201604,796
206765,201605,1068
206765,201606,1261
206765,201607,1280
206765,201608,1523
206765,201609,1678
206765,201610,1581
206765,201611,1592
206765,201612,2571
206765,201701,767
206765,201702,912
206765,201703,2086
206765,201704,1659
206765,201705,2523
206765,201706,1940
206765,201707,1979
206765,201708,1950
206765,201709,2347
206765,201710,2057
209945,201201,168
209945,201202,107
209945,201203,206
209945,201204,198
209945,201205,221
209945,201206,213
209945,201207,243
209945,201208,252
209945,201209,274
209945,201210,342
209945,201211,205
209945,201212,107
209945,201301,283
209945,201302,114
209945,201303,122
209945,201304,168
209945,201305,236
209945,201306,174
209945,201307,265
209945,201308,327
209945,201309,335
209945,201310,198
209945,201311,267
209945,201312,221
209945,201401,343
209945,201402,191
209945,201403,236
209945,201404,282
209945,201405,282
209945,201406,311
209945,201407,358
209945,201408,297
209945,201409,396
209945,201410,320
209945,201411,289
209945,201412,304
209945,201501,608
209945,201502,312
209945,201503,260
209945,201504,388
209945,201505,450
209945,201506,327
209945,201507,343
209945,201508,493
209945,201509,563
209945,201510,562
209945,201511,517
209945,201512,351
209945,201601,319
209945,201602,174
209945,201603,426
209945,201604,503
209945,201605,379
209945,201606,440
209945,201607,532
209945,201608,471
209945,201609,562
209945,201610,319
209945,201611,395
209945,201612,273
209945,201701,395
209945,201702,266
209945,201703,403
209945,201704,342
209945,201705,357
209945,201706,243
209945,201707,198
209945,201708,206
209945,201709,273
209945,201710,91
219195,201408,15
219195,201409,50
219195,201410,65
219195,201411,110
219195,201412,125
219195,201501,200
219195,201502,200
219195,201503,135
219195,201504,205
219195,201505,150
219195,201506,130
219195,201507,165
219195,201508,180
219195,201509,220
219195,201510,255
219195,201511,185
219195,201512,250
219195,201601,430
219195,201602,150
219195,201603,250
219195,201604,210
219195,201605,230
219195,201606,140
219195,201607,210
219195,201608,240
219195,201609,230
219195,201610,435
219195,201611,490
219195,201612,630
219195,201701,265
219195,201702,275
219195,201703,260
219195,201704,200
219195,201705,240
219195,201706,130
219195,201707,220
219195,201708,155
219195,201709,160
219195,201710,125
221795,201304,9
221795,201305,91
221795,201306,45
221795,201307,136
221795,201308,109
221795,201309,92
221795,201310,110
221795,201311,173
221795,201312,81
221795,201401,218
221795,201402,119
221795,201403,82
221795,201404,164
221795,201405,155
221795,201406,209
221795,201407,237
221795,201408,319
221795,201409,300
221795,201410,310
221795,201411,245
221795,201412,136
221795,201501,282
221795,201502,146
221795,201503,182
221795,201504,218
221795,201505,301
221795,201506,219
221795,201507,201
221795,201508,200
221795,201509,228
221795,201510,237
221795,201511,228
221795,201512,236
221795,201601,365
221795,201602,201
221795,201603,274
221795,201604,391
221795,201605,336
221795,201606,355
221795,201607,374
221795,201608,446
221795,201609,401
221795,201610,246
221795,201611,228
221795,201612,391
221795,201701,155
221795,201702,127
221795,201703,355
221795,201704,337
221795,201705,392
221795,201706,227
221795,201707,309
221795,201708,400
221795,201709,337
221795,201710,391
245609,201604,6
245609,201605,17
245609,201606,117
245609,201607,78
245609,201608,94
245609,201609,160
245609,201610,116
245609,201611,161
245609,201612,238
245609,201701,34
245609,201702,72
245609,201703,139
245609,201704,73
245609,201705,105
245609,201706,106
245609,201707,72
245609,201708,122
245609,201709,99
245609,201710,121
248352,201201,1713
248352,201202,1117
248352,201203,1293
248352,201204,1192
248352,201205,1310
248352,201206,881
248352,201207,1202
248352,201208,975
248352,201209,1177
248352,201210,1327
248352,201211,1126
248352,201212,2050
248352,201301,1428
248352,201302,1099
248352,201303,747
248352,201304,916
248352,201305,1066
248352,201306,731
248352,201307,847
248352,201308,639
248352,201309,722
248352,201310,1040
248352,201311,765
248352,201312,1100
248352,201401,1629
248352,201402,713
248352,201403,815
248352,201404,891
248352,201405,723
248352,201406,596
248352,201407,654
248352,201408,612
248352,201409,1151
248352,201410,866
248352,201411,747
248352,201412,1300
248352,201501,1697
248352,201502,1453
248352,201503,873
248352,201504,724
248352,201505,966
248352,201506,653
248352,201507,747
248352,201508,906
248352,201509,1419
248352,201510,2362
248352,201511,916
248352,201512,2570
248352,201601,1437
248352,201602,1125
248352,201603,940
248352,201604,269
248352,201605,655
248352,201606,823
248352,201607,261
248352,201608,486
248352,201609,554
248352,201610,428
248352,201611,872
248352,201612,1150
248352,201701,570
248352,201702,445
248352,201703,310
248352,201704,343
248352,201705,345
248352,201706,385
248352,201707,369
248352,201708,361
248352,201709,269
248352,201710,260
249875,201611,9
249875,201612,138
249875,201701,156
249875,201702,95
249875,201703,215
249875,201704,190
249875,201705,163
249875,201706,95
249875,201707,112
249875,201708,180
249875,201709,147
249875,201710,138
250658,201603,29
250658,201604,43
250658,201605,50
250658,201606,65
250658,201607,158
250658,201608,151
250658,201609,166
250658,201610,173
250658,201611,122
250658,201612,238
250658,201701,86
250658,201702,130
250658,201703,144
250658,201704,115
250658,201705,180
250658,201706,151
250658,201707,144
250658,201708,187
250658,201709,288
250658,201710,187
265980,201202,26
265980,201203,64
265980,201204,83
265980,201205,122
265980,201206,51
265980,201207,237
265980,201208,269
265980,201209,211
265980,201210,250
265980,201211,244
265980,201212,198
265980,201301,825
265980,201302,563
265980,201303,404
265980,201304,236
265980,201305,288
265980,201306,230
265980,201307,243
265980,201308,307
265980,201309,160
265980,201310,262
265980,201311,256
265980,201312,288
265980,201401,928
265980,201402,570
265980,201403,384
265980,201404,211
265980,201405,211
265980,201406,224
265980,201407,237
265980,201408,211
265980,201409,211
265980,201410,262
265980,201411,199
265980,201412,211
265980,201501,505
265980,201502,529
265980,201503,580
265980,201504,359
265980,201505,237
265980,201506,276
265980,201507,300
265980,201508,338
265980,201509,269
265980,201510,269
265980,201511,339
265980,201512,313
265980,201601,287
265980,201602,325
265980,201603,248
265980,201604,218
265980,201605,217
265980,201606,205
265980,201607,173
265980,201608,217
265980,201609,288
265980,201610,294
265980,201611,282
265980,201612,378
265980,201701,230
265980,201702,307
265980,201703,340
265980,201704,230
265980,201705,269
265980,201706,212
265980,201707,236
265980,201708,198
265980,201709,461
265980,201710,204
270690,201501,58
270690,201502,691
270690,201503,1689
270690,201504,1229
270690,201505,1200
270690,201506,759
270690,201507,759
270690,201508,951
270690,201509,923
270690,201510,1325
270690,201511,884
270690,201512,969
270690,201601,893
270690,201602,1046
270690,201603,1287
270690,201604,710
270690,201605,1075
270690,201606,1046
270690,201607,749
270690,201608,797
270690,201609,1075
270690,201610,1085
270690,201611,1124
270690,201612,1565
270690,201701,691
270690,201702,1497
270690,201703,1095
270690,201704,692
270690,201705,826
270690,201706,864
270690,201707,883
270690,201708,701
270690,201709,806
270690,201710,595
281301,201201,965
281301,201202,650
281301,201203,745
281301,201204,759
281301,201205,863
281301,201206,679
281301,201207,891
281301,201208,606
281301,201209,767
281301,201210,841
281301,201211,1044
281301,201212,679
281301,201301,1555
281301,201302,825
281301,201303,686
281301,201304,826
281301,201305,1169
281301,201306,701
281301,201307,927
281301,201308,775
281301,201309,891
281301,201310,906
281301,201311,905
281301,201312,738
281301,201401,1073
281301,201402,759
281301,201403,759
281301,201404,702
281301,201405,723
281301,201406,671
281301,201407,722
281301,201408,687
281301,201409,927
281301,201410,737
281301,201411,871
281301,201412,664
281301,201501,1204
281301,201502,745
281301,201503,723
281301,201504,649
281301,201505,657
281301,201506,547
281301,201507,613
281301,201508,555
281301,201509,796
281301,201510,694
281301,201511,643
281301,201512,694
281301,201601,948
281301,201602,474
281301,201603,562
281301,201604,496
281301,201605,373
281301,201606,511
281301,201607,505
281301,201608,605
281301,201609,687
281301,201610,708
281301,201611,606
281301,201612,1102
281301,201701,795
281301,201702,410
281301,201703,715
281301,201704,548
281301,201705,569
281301,201706,554
281301,201707,621
281301,201708,584
281301,201709,584
281301,201710,329
281792,201406,49
281792,201407,49
281792,201408,49
281792,201409,39
281792,201410,118
281792,201411,118
281792,201412,177
281792,201501,304
281792,201502,255
281792,201503,246
281792,201504,176
281792,201505,246
281792,201506,206
281792,201507,176
281792,201508,334
281792,201509,304
281792,201510,314
281792,201511,324
281792,201512,490
281792,201601,333
281792,201602,167
281792,201603,402
281792,201604,461
281792,201605,392
281792,201606,304
281792,201607,294
281792,201608,392
281792,201609,461
281792,201610,333
281792,201611,431
281792,201612,539
281792,201701,167
281792,201702,343
281792,201703,362
281792,201704,382
281792,201705,393
281792,201706,246
281792,201707,295
281792,201708,373
281792,201709,363
281792,201710,481
289386,201406,89
289386,201407,157
289386,201408,148
289386,201409,236
289386,201410,138
289386,201411,235
289386,201412,187
289386,201501,441
289386,201502,333
289386,201503,255
289386,201504,323
289386,201505,295
289386,201506,295
289386,201507,333
289386,201508,373
289386,201509,295
289386,201510,393
289386,201511,529
289386,201512,539
289386,201601,411
289386,201602,343
289386,201603,480
289386,201604,677
289386,201605,413
289386,201606,392
289386,201607,354
289386,201608,304
289386,201609,471
289386,201610,255
289386,201611,373
289386,201612,667
289386,201701,324
289386,201702,197
289386,201703,324
289386,201704,305
289386,201705,490
289386,201706,314
289386,201707,334
289386,201708,284
289386,201709,305
289386,201710,441
289403,201605,9
289403,201606,9
289403,201607,18
289403,201608,120
289403,201609,222
289403,201610,298
289403,201611,204
289403,201612,171
289403,201701,400
289403,201702,231
289403,201703,359
289403,201704,213
289403,201705,222
289403,201706,179
289403,201707,375
289403,201708,264
289403,201709,299
289403,201710,272
290854,201201,632
290854,201202,276
290854,201203,260
290854,201204,330
290854,201205,375
290854,201206,392
290854,201207,500
290854,201208,320
290854,201209,250
290854,201210,223
290854,201211,134
290854,201212,213
290854,201301,676
290854,201302,178
290854,201303,303
290854,201304,223
290854,201305,436
290854,201306,268
290854,201307,357
290854,201308,365
290854,201309,419
290854,201310,436
290854,201311,338
290854,201312,108
290854,201401,472
290854,201402,268
290854,201403,205
290854,201404,188
290854,201405,276
290854,201406,125
290854,201407,276
290854,201408,116
290854,201409,276
290854,201410,286
290854,201411,143
290854,201412,259
290854,201501,580
290854,201502,347
290854,201503,303
290854,201504,224
290854,201505,225
290854,201506,153
290854,201507,179
290854,201508,251
290854,201509,419
290854,201510,161
290854,201511,117
290854,201512,170
290854,201601,187
290854,201602,205
290854,201603,321
290854,201604,508
290854,201605,277
290854,201606,206
290854,201607,223
290854,201608,250
290854,201609,320
290854,201610,232
290854,201611,232
290854,201612,232
290854,201701,222
290854,201702,179
290854,201703,214
290854,201704,161
290854,201705,241
290854,201706,71
290854,201707,81
290854,201708,285
290854,201709,393
290854,201710,205
291086,201201,507
291086,201202,272
291086,201203,385
291086,201204,489
291086,201205,516
291086,201206,638
291086,201207,751
291086,201208,686
291086,201209,667
291086,201210,630
291086,201211,601
291086,201212,545
291086,201301,1089
291086,201302,442
291086,201303,715
291086,201304,649
291086,201305,912
291086,201306,704
291086,201307,733
291086,201308,723
291086,201309,676
291086,201310,356
291086,201311,338
291086,201312,451
291086,201401,1043
291086,201402,526
291086,201403,489
291086,201404,658
291086,201405,827
291086,201406,817
291086,201407,846
291086,201408,657
291086,201409,1025
291086,201410,1015
291086,201411,694
291086,201412,826
291086,201501,1420
291086,201502,921
291086,201503,743
291086,201504,940
291086,201505,1081
291086,201506,978
291086,201507,1014
291086,201508,1221
291086,201509,1166
291086,201510,1108
291086,201511,1382
291086,201512,855
291086,201601,1363
291086,201602,573
291086,201603,827
291086,201604,630
291086,201605,1165
291086,201606,668
291086,201607,808
291086,201608,789
291086,201609,836
291086,201610,714
291086,201611,724
291086,201612,1232
291086,201701,611
291086,201702,507
291086,201703,554
291086,201704,555
291086,201705,903
291086,201706,949
291086,201707,629
291086,201708,386
291086,201709,376
291086,201710,320
291514,201209,5
291514,201212,10
291514,201301,30
291514,201302,50
291514,201303,45
291514,201304,20
291514,201305,70
291514,201306,40
291514,201307,40
291514,201308,40
291514,201309,55
291514,201310,65
291514,201311,115
291514,201312,75
291514,201401,135
291514,201402,45
291514,201403,70
291514,201404,130
291514,201405,75
291514,201406,55
291514,201407,85
291514,201408,50
291514,201409,80
291514,201410,90
291514,201411,85
291514,201412,110
291514,201501,180
291514,201502,130
291514,201503,75
291514,201504,100
291514,201505,165
291514,201506,155
291514,201507,160
291514,201508,140
291514,201509,155
291514,201510,150
291514,201511,155
291514,201512,170
291514,201601,220
291514,201602,150
291514,201603,140
291514,201604,145
291514,201605,100
291514,201606,120
291514,201607,55
291514,201608,95
291514,201609,105
291514,201610,105
291514,201611,60
291514,201612,185
291514,201701,75
291514,201702,35
291514,201703,55
291514,201704,90
291514,201705,75
291514,201706,95
291514,201707,60
291514,201708,50
291514,201709,95
291514,201710,50
302513,201611,34
302513,201612,217
302513,201701,170
302513,201702,89
302513,201703,143
302513,201704,197
302513,201705,116
302513,201706,143
302513,201707,156
302513,201708,95
302513,201709,109
302513,201710,170
304458,201201,499
304458,201202,167
304458,201203,275
304458,201204,141
304458,201205,282
304458,201206,191
304458,201207,282
304458,201208,191
304458,201209,209
304458,201210,132
304458,201211,217
304458,201212,84
304458,201301,348
304458,201302,141
304458,201303,91
304458,201304,116
304458,201305,241
304458,201306,215
304458,201307,323
304458,201308,299
304458,201309,307
304458,201310,258
304458,201311,183
304458,201312,150
304458,201401,373
304458,201402,107
304458,201403,100
304458,201404,175
304458,201405,207
304458,201406,100
304458,201407,158
304458,201408,334
304458,201409,366
304458,201410,331
304458,201411,432
304458,201412,581
304458,201501,672
304458,201502,580
304458,201503,356
304458,201504,331
304458,201505,440
304458,201506,440
304458,201507,606
304458,201508,522
304458,201509,597
304458,201510,640
304458,201511,605
304458,201512,905
304458,201601,480
304458,201602,349
304458,201603,481
304458,201604,747
304458,201605,390
304458,201606,449
304458,201607,432
304458,201608,532
304458,201609,565
304458,201610,298
304458,201611,432
304458,201612,739
304458,201701,448
304458,201702,490
304458,201703,548
304458,201704,506
304458,201705,448
304458,201706,473
304458,201707,706
304458,201708,731
304458,201709,605
304458,201710,373
308913,201307,114
308913,201308,238
308913,201309,197
308913,201310,402
308913,201311,319
308913,201312,262
308913,201401,476
308913,201402,205
308913,201403,278
308913,201404,320
308913,201405,311
308913,201406,213
308913,201407,189
308913,201408,304
308913,201409,500
308913,201410,401
308913,201411,297
308913,201412,378
308913,201501,796
308913,201502,501
308913,201503,312
308913,201504,295
308913,201505,303
308913,201506,312
308913,201507,311
308913,201508,278
308913,201509,196
308913,201510,253
308913,201511,328
308913,201512,254
308913,201601,262
308913,201602,122
308913,201603,180
308913,201604,205
308913,201605,107
308913,201606,123
308913,201607,148
308913,201608,123
308913,201609,188
308913,201610,213
308913,201611,148
308913,201612,81
308913,201701,82
308913,201702,49
308913,201703,41
308913,201704,57
308913,201705,74
308913,201706,123
308913,201707,122
308913,201708,237
308913,201709,132
308913,201710,139
321683,201201,478
321683,201202,248
321683,201203,172
321683,201204,207
321683,201205,342
321683,201206,529
321683,201207,836
321683,201208,646
321683,201209,750
321683,201210,809
321683,201211,512
321683,201212,630
321683,201301,792
321683,201302,442
321683,201303,494
321683,201304,477
321683,201305,912
321683,201306,750
321683,201307,1030
321683,201308,783
321683,201309,987
321683,201310,953
321683,201311,877
321683,201312,724
321683,201401,1369
321683,201402,826
321683,201403,1030
321683,201404,1251
321683,201405,1387
321683,201406,1105
321683,201407,1413
321683,201408,1386
321683,201409,1395
321683,201410,1380
321683,201411,971
321683,201412,954
321683,201501,1837
321683,201502,1175
321683,201503,1165
321683,201504,997
321683,201505,1167
321683,201506,1550
321683,201507,1312
321683,201508,1592
321683,201509,1966
321683,201510,1573
321683,201511,1515
321683,201512,1183
321683,201601,1624
321683,201602,980
321683,201603,1726
321683,201604,1149
321683,201605,1727
321683,201606,1498
321683,201607,1820
321683,201608,1828
321683,201609,2024
321683,201610,1879
321683,201611,2262
321683,201612,2628
321683,201701,851
321683,201702,844
321683,201703,1633
321683,201704,1531
321683,201705,1488
321683,201706,1464
321683,201707,1795
321683,201708,1914
321683,201709,2067
321683,201710,2186
340175,201707,9
340175,201708,178
340175,201709,244
340175,201710,113
347384,201210,175
347384,201211,717
347384,201212,2070
347384,201301,2281
347384,201302,1812
347384,201303,1692
347384,201304,1812
347384,201305,2291
347384,201306,1583
347384,201307,2024
347384,201308,1921
347384,201309,2446
347384,201310,1848
347384,201311,2126
347384,201312,2824
347384,201401,4856
347384,201402,2088
347384,201403,2152
347384,201404,2088
347384,201405,2310
347384,201406,1997
347384,201407,2872
347384,201408,2493
347384,201409,3322
347384,201410,3045
347384,201411,2538
347384,201412,3461
347384,201501,5337
347384,201502,4270
347384,201503,2438
347384,201504,2025
347384,201505,2355
347384,201506,1794
347384,201507,1839
347384,201508,2235
347384,201509,3791
347384,201510,6255
347384,201511,3037
347384,201512,7066
347384,201601,4278
347384,201602,3091
347384,201603,1361
347384,201604,663
347384,201605,2345
347384,201606,3661
347384,201607,2419
347384,201608,2465
347384,201609,4002
347384,201610,3238
347384,201611,3873
347384,201612,7563
347384,201701,3579
347384,201702,2235
347384,201703,1610
347384,201704,1702
347384,201705,2751
347384,201706,2475
347384,201707,2558
347384,201708,1527
347384,201709,2613
347384,201710,2898
348641,201509,64
348641,201510,202
348641,201511,321
348641,201512,312
348641,201601,671
348641,201602,267
348641,201603,331
348641,201604,378
348641,201605,341
348641,201606,414
348641,201607,294
348641,201608,570
348641,201609,515
348641,201610,506
348641,201611,617
348641,201612,1261
348641,201701,451
348641,201702,257
348641,201703,451
348641,201704,414
348641,201705,488
348641,201706,387
348641,201707,442
348641,201708,413
348641,201709,405
348641,201710,340
349023,201201,2522
349023,201202,1571
349023,201203,2106
349023,201204,1436
349023,201205,2571
349023,201206,2425
349023,201207,2367
349023,201208,2009
349023,201209,2202
349023,201210,3154
349023,201211,2114
349023,201212,1969
349023,201301,4123
349023,201302,1863
349023,201303,1717
349023,201304,2386
349023,201305,3269
349023,201306,1921
349023,201307,2697
349023,201308,2939
349023,201309,3348
349023,201310,3260
349023,201311,3037
349023,201312,2552
349023,201401,4860
349023,201402,2135
349023,201403,1960
349023,201404,2271
349023,201405,2328
349023,201406,1891
349023,201407,2435
349023,201408,2502
349023,201409,2853
349023,201410,1871
349023,201411,1407
349023,201412,2088
349023,201501,4434
349023,201502,3163
349023,201503,1824
349023,201504,1815
349023,201505,2008
349023,201506,1737
349023,201507,1930
349023,201508,1455
349023,201509,1951
349023,201510,1698
349023,201511,1582
349023,201512,1814
349023,201601,1960
349023,201602,1271
349023,201603,815
349023,201604,1135
349023,201605,1038
349023,201606,777
349023,201607,1155
349023,201608,1659
349023,201609,1640
349023,201610,923
349023,201611,904
349023,201612,2105
349023,201701,727
349023,201702,486
349023,201703,785
349023,201704,562
349023,201705,748
349023,201706,612
349023,201707,786
349023,201708,679
349023,201709,941
349023,201710,941
350259,201501,48
350259,201502,119
350259,201503,206
350259,201504,245
350259,201505,349
350259,201506,325
350259,201507,325
350259,201508,538
350259,201509,538
350259,201510,538
350259,201511,585
350259,201512,657
350259,201601,515
350259,201602,142
350259,201603,506
350259,201604,545
350259,201605,363
350259,201606,347
350259,201607,419
350259,201608,427
350259,201609,372
350259,201610,340
350259,201611,513
350259,201612,711
350259,201701,324
350259,201702,292
350259,201703,530
350259,201704,348
350259,201705,419
350259,201706,379
350259,201707,513
350259,201708,490
350259,201709,640
350259,201710,577
354068,201201,460
354068,201202,202
354068,201203,322
354068,201204,184
354068,201205,303
354068,201206,230
354068,201207,414
354068,201208,415
354068,201209,440
354068,201210,350
354068,201211,404
354068,201212,469
354068,201301,1167
354068,201302,633
354068,201303,469
354068,201304,533
354068,201305,884
354068,201306,496
354068,201307,525
354068,201308,542
354068,201309,736
354068,201310,533
354068,201311,635
354068,201312,680
354068,201401,718
354068,201402,396
354068,201403,478
354068,201404,552
354068,201405,616
354068,201406,321
354068,201407,580
354068,201408,570
354068,201409,634
354068,201410,616
354068,201411,358
354068,201412,396
354068,201501,1389
